,Scientific Name,Common Name,Duration,Habit,Sun,Water
2496,Sideroxylon lanuginosum,"Gum Bumelia, Gum Bully, Woollybucket Bumelia, Woolly Bumelia, Gum Woollybucket, Woolly Buckthorn, Chittamwood, Shittamwood, Gum Elastic, Coma, Black Haw",Perennial,"Shrub, Tree","Sun, Part-shade",Dry
2497,Sideroxylon lycioides,"Buckthorn Bumelia, Buckthorn Bully, Buckthorn, Smooth Bumelia, Ironwood",Perennial,"Shrub, Tree",,
2498,Silene acaulis,"Moss Campion, Cushion Pink",Perennial,Herb,Sun,
2499,Silene uralensis ssp. montana,Apetalous Catchfly,Perennial,Herb,,
2500,Silphium integrifolium,"Wholeleaf Rosinweed, Entire-leaf Rosinweed",Perennial,Herb,Sun,
2501,Silphium perfoliatum,"Cup Plant, Indian Cup",Perennial,Herb,Sun,"Wet, Moist, Dry"
2502,Silphium terebinthinaceum,"Prairie Rosinweed, Prairie Dock",Perennial,Herb,Sun,"Wet, Moist"
2503,Sisyrinchium albidum,White Blue-eyed Grass,Perennial,Herb,,
2504,Sisyrinchium angustifolium,"Narrowleaf Blue-eyed Grass, Narrow-leaf Blue-eyed-grass, Bermuda Blue-eyed Grass, Blue-eyed Grass",Perennial,Herb,"Sun, Part-shade","Wet, Moist"
2505,Sisyrinchium atlanticum,Eastern Blue-eyed Grass,Perennial,Herb,Sun,Wet
2506,Sisyrinchium bellum,"Western Blue-eyed Grass, California Blue-eyed-grass",Perennial,Herb,Part-shade,
2507,Sisyrinchium biforme,Wiry Blue-eyed Grass,Perennial,Herb,,
2508,Sisyrinchium californicum,Golden Blue-eyed Grass,Perennial,Herb,Sun,Wet
2509,Sisyrinchium demissum,Stiff Blue-eyed Grass,Perennial,Herb,,
2510,Sisyrinchium fuscatum,Coastal Plain Blue-eyed Grass,Perennial,Herb,,
2511,Sisyrinchium idahoense,Idaho Blue-eyed Grass,Perennial,Herb,Shade,
2512,Sisyrinchium littorale,Alaska Blue-eyed Grass,Perennial,Herb,,
2513,Sisyrinchium minus,"Dwarf Blue-eyed-grass, Pink-eyed-grass, Pink Blue-eyed-grass",Annual,Herb,"Sun, Part-shade","Moist, Dry"
2514,Sisyrinchium montanum,"Strict Blue-eyed Grass, Mountain Blue-eyed Grass, Common Blue-eyed Grass",Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
2515,Sisyrinchium montanum var. montanum,Strict Blue-eyed Grass,Perennial,Herb,,
2516,Sisyrinchium mucronatum,Needletip Blue-eyed Grass,Perennial,Herb,,Moist
2517,Sisyrinchium rosulatum,Annual Blue-eyed Grass,Annual,Herb,,
2518,Sisyrinchium sagittiferum,"Spearbract Blue-eyed Grass, Blue-eyed Grass",Perennial,Herb,Part-shade,Dry
2519,Sium suave,"Hemlock Waterparsnip, Water Parsnip",Perennial,Herb,,"Wet, Moist"
2520,Smilax bona-nox,"Sawbriar, Saw Greenbriar, Catbriar, Barbed Wire Vine, Bullbriar, Stretchberry Vine",Perennial,Vine,Shade,"Moist, Dry"
2521,Smilax herbacea,"Smooth Carrionflower, Carrionflower",Perennial,Vine,Part-shade,Moist
2522,Smilax laurifolia,Laurel Greenbriar,Perennial,Vine,Part-shade,Wet
2523,Smilax pumila,"Sarsaparilla Vine, Wild Sarsaparilla, Dwarf Smilax, Dwarf Greenbriar",Perennial,Vine,Part-shade,Dry
2524,Smilax rotundifolia,"Roundleaf Greenbriar, Common Greenbriar",Perennial,"Shrub, Vine","Sun, Shade, Part-shade",Moist
2525,Smilax smallii,"Lance-leaf Greenbriar, Southern Smilax, Jacksonvine, Jacksonbriar",Perennial,Vine,"Sun, Part-shade",Moist
2526,Smilax tamnoides,Bristly Greenbriar,Perennial,"Shrub, Vine",,
2527,Smilax walteri,Coral Greenbriar,Perennial,Vine,,
2528,Solanum americanum,American Black Nightshade,Annual,Subshrub,,
2529,Solanum campechiense,Redberry Nightshade,Annual,"Herb, Subshrub",,
2530,Solanum carolinense,"Carolina Horsenettle, Carolina Horse-nettle",Perennial,Herb,,
2531,Solanum douglasii,"Greenspot Nightshade, Douglas' Nightshade",Perennial,Subshrub,,
2532,Solanum erianthum,"Potatotree, Potato Tree",Perennial,Tree,,
2533,Solanum ptycanthum,"Eastern Black Nightshade, West Indian Nightshade, Common Nightshade, Black Nightshade",Annual,Herb,,
2534,Solidago altissima,"Tall Goldenrod, Late Goldenrod, Canadian Goldenrod, Canada Goldenrod",Perennial,Herb,"Sun, Part-shade",Moist
2535,Solidago caesia,"Wreath Goldenrod, Blue-stemmed Goldenrod, Bluestem Goldenrod",Perennial,Herb,"Sun, Part-shade",Dry
2536,Solidago canadensis,"Canada Goldenrod, Canadian Goldenrod, Tall Goldenrod, Giant Goldenrod",Perennial,Herb,"Sun, Part-shade","Moist, Dry"
2537,Solidago canadensis var. lepida,Western Canada Goldenrod,Perennial,Herb,,
2538,Solidago canadensis var. salebrosa,Salebrosa Goldenrod,Perennial,Herb,Sun,"Moist, Dry"
2539,Solidago fistulosa,"Pine Barren Goldenrod, Hollow Goldenrod",Perennial,Herb,Shade,
2540,Solidago flexicaulis,"Zigzag Goldenrod, Broadleaf Goldenrod",Perennial,Herb,"Sun, Shade, Part-shade",Moist
2541,Solidago gigantea,"Giant Goldenrod, Smooth Goldenrod, Tall Goldenrod, Late Goldenrod, Early Goldenrod",Perennial,Herb,Part-shade,
2542,Solidago latissimifolia,Elliott's Goldenrod,Perennial,Herb,,
2543,Solidago multiradiata,"Rocky Mountain Goldenrod, Northern Goldenrod, Alpine Goldenrod",Perennial,Herb,Part-shade,Dry
2544,Solidago patula,Roundleaf Goldenrod,Perennial,Herb,"Sun, Shade, Part-shade","Wet, Moist"
2545,Solidago puberula,Downy Goldenrod,Perennial,Herb,,
2546,Solidago rugosa,"Wrinkleleaf Goldenrod, Wrinkle-leaf Goldenrod, Rough-leaved Goldenrod, Roughleaf Goldenrod, Rough-stemmed Goldenrod, Roughstem Goldenrod",Perennial,Herb,Sun,Wet
2547,Solidago sempervirens,Seaside Goldenrod,Perennial,Herb,Sun,Moist
2548,Solidago simplex,"Mt. Albert Goldenrod, Narrow Goldenrod",Perennial,Herb,,
2549,Solidago simplex var. spathulata,Mt. Albert Goldenrod,Perennial,"Herb, Subshrub",,
2550,Solidago uliginosa,Bog Goldenrod,Perennial,Herb,,
2551,Solidago ×asperula,Goldenrod,Perennial,Herb,,
2552,Sophora tomentosa,"Yellow Necklacepod, Yellow Sophora, Necklace Pod, Tambalisa",Perennial,Shrub,Part-shade,Dry
2553,Sorbus americana,"American Mountain Ash, American Mountain-ash",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
2554,Sorbus decora,"Northern Mountain Ash, Northern Mountain-ash, Showy Mountain-ash",Perennial,Tree,"Shade, Part-shade",Moist
2555,Sorbus scopulina,"Greene's Mountain Ash, Cascade Mountain-ash, Western Mountain-ash",Perennial,Shrub,"Sun, Shade, Part-shade",Moist
2556,Sorbus sitchensis,"Western Mountain Ash, Sitka Mountain-ash",Perennial,Shrub,"Sun, Shade, Part-shade",Moist
2557,Sorghastrum nutans,"Indiangrass, Yellow Indiangrass, Indian Grass",Perennial,Grass/Grass-like,"Sun, Shade, Part-shade","Moist, Dry"
2558,Sparganium americanum,American Bur-reed,Perennial,Herb,Part-shade,Wet
2559,Sparganium androcladum,Branched Bur-reed,Perennial,Herb,,
2560,Sparganium angustifolium,Narrowleaf Bur-reed,Perennial,Herb,,
2561,Sparganium eurycarpum,"Broadfruit Bur-reed, Giant Bur-reed, Great Bur-reed",Perennial,Herb,Part-shade,
2562,Sparganium fluctuans,Floating Bur-reed,Perennial,Herb,,
2563,Sparganium hyperboreum,Northern Bur-reed,Perennial,Herb,,
2564,Sparganium natans,Small Bur-reed,Perennial,Herb,,
2565,Spartina alterniflora,"Saltmarsh Cordgrass, Saltwater Cordgrass, Salt Cordgrass, Smooth Cordgrass",Perennial,Grass/Grass-like,Sun,Wet
2566,Spartina cynosuroides,Big Cordgrass,Perennial,Herb,Sun,Wet
2567,Spartina gracilis,Alkali Cordgrass,Perennial,Grass/Grass-like,,
2568,Spartina patens,"Saltmeadow Cordgrass, Salt-meadow Cordgrass, Marsh-hay Cordgrass",Perennial,Grass/Grass-like,Sun,Wet
2569,Spartina pectinata,"Prairie Cordgrass, Freshwater Cordgrass, Sloughgrass",Perennial,Grass/Grass-like,Sun,Wet
2570,Spartina spartinae,Gulf Cordgrass,Perennial,Grass/Grass-like,Sun,Wet
2571,Spergularia canadensis,Canadian Sandspurry,Annual,Herb,,
2572,Spergularia salina,Salt Sandspurry,Annual,Herb,,
2573,Spermolepis divaricata,Roughfruit Scaleseed,Annual,Herb,,
2574,Sphenopholis intermedia,Slender Wedgescale,Perennial,Grass/Grass-like,,
2575,Sphenopholis obtusata,Prairie Wedgescale,Annual,Grass/Grass-like,Part-shade,
2576,Sphenosciadium capitellatum,"Woollyhead Parsnip, Swamp Whiteheads",Perennial,Herb,,
2577,Spigelia loganioides,"Florida Pinkroot, Florida Pink Root, Levy Pinkroot",Annual,Herb,,
2578,Spiraea alba,White Meadowsweet,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
2579,Spiraea alba var. latifolia,"White Meadowsweet, Meadowsweet",Perennial,Shrub,Sun,Moist
2580,Spiraea betulifolia,White Spirea,Perennial,Shrub,Part-shade,
2581,Spiraea douglasii,"Rose Spirea, Western Spiraea, Hardhack Spiraea",Perennial,Shrub,Part-shade,Moist
2582,Spiraea stevenii,"Beauverd Spirea, Alaska Spiraea",Perennial,Shrub,Part-shade,Moist
2583,Spiraea tomentosa,Steeplebush,Perennial,Shrub,"Sun, Shade, Part-shade",Moist
2584,Spiraea virginiana,Virginia Meadowsweet,Perennial,Shrub,,
2585,Spiranthes cernua,"Nodding Ladies'-tresses, Ladies'-tresses, Nodding Lady's Tresses",Perennial,Herb,Sun,Moist
2586,Spiranthes lacera,"Northern Slender Ladies'-tresses, Slender Ladies'-tresses, Slender Lady's Tresses",Perennial,Herb,,
2587,Spiranthes laciniata,"Lace-lip Ladies'-tresses, Lace-lip Lady's Tresses",Perennial,Herb,,
2588,Spiranthes longilabris,"Giant-spiral Ladies'-tresses, Giant Spiral Lady's Tresses",Perennial,Herb,,
2589,Spiranthes lucida,"Shining Ladies'-tresses, Shining Lady's Tresses",Perennial,Herb,,
2590,Spiranthes magnicamporum,"Great Plains Ladies'-tresses, Great Plains Lady's Tresses",Perennial,Herb,,
2591,Spiranthes odorata,"Marsh Ladies'-tresses, Fragrant Ladies'-tresses, Marsh Lady's Tresses",Perennial,Herb,,
2592,Spiranthes ovalis,"October Ladies'-tresses, October Lady's Tresses",Perennial,Herb,,
2593,Spiranthes praecox,"Greenvein Ladies'-tresses, Greenvein Lady's Tresses",Perennial,Herb,,
2594,Spiranthes romanzoffiana,"Hooded Ladies'-tresses, Hooded Lady's Tresses",Perennial,Herb,Part-shade,
2595,Spiranthes torta,"Southern Ladies'-tresses, Southern Lady's Tresses",Perennial,Herb,,
2596,Spiranthes tuberosa,"Little Ladies'-tresses, Little Lady's Tresses",Perennial,Herb,,
2597,Spiranthes vernalis,"Spring Ladies'-tresses, Spring Lady's Tresses",Perennial,Herb,,
2598,Spirodela polyrrhiza,"Common Duckmeat, Giant Duckweed",Perennial,Herb,,
2599,Sporobolus airoides,"Alkali Sacaton, Zacate Alcalino",Perennial,Grass/Grass-like,Part-shade,Moist
2600,Sporobolus cryptandrus,Sand Dropseed,Perennial,Grass/Grass-like,"Sun, Part-shade",Dry
2601,Sporobolus flexuosus,Mesa Dropseed,Perennial,Grass/Grass-like,Sun,Dry
2602,Sporobolus giganteus,Giant Dropseed,Perennial,Grass/Grass-like,Sun,Dry
2603,Sporobolus heterolepis,Prairie Dropseed,Perennial,Grass/Grass-like,Sun,Dry
2604,Sporobolus wrightii,"Big Sacaton, Sacaton, Alkali Sacaton",Perennial,Grass/Grass-like,Sun,Wet
2605,Stachys albens,Whitestem Hedgenettle,Perennial,Herb,,
2606,Stachys chamissonis,Coastal Hedgenettle,Perennial,Herb,,
2607,Stachys clingmanii,Clingman's Hedgenettle,Annual,Herb,,
2608,Stachys coccinea,"Scarlet Betony, Texas Betony, Scarlet Hedgenettle, Scarlet Hedge-nettle",Perennial,Herb,Part-shade,Moist
2609,Stachys cordata,Heartleaf Hedgenettle,Perennial,Herb,,
2610,Stachys crenata,"Mousesear, Shade Betony, Mouse's Ear",Annual,Herb,,
2611,Stachys floridana,"Florida Hedgenettle, Florida Betony",Perennial,Herb,,
2612,Stachys palustris,Marsh Hedgenettle,Perennial,Herb,Part-shade,
2613,Stachys pilosa,Hairy Hedgenettle,Perennial,Herb,,
2614,Stachys pycnantha,Shortspike Hedgenettle,Perennial,Herb,,
2615,Stachys tenuifolia,"Smooth Hedgenettle, Slender Betony",Perennial,Herb,Part-shade,Wet
2616,Staphylea trifolia,American Bladdernut,Perennial,Shrub,Shade,Moist
2617,Steinchisma hians,Gaping Grass,Perennial,Grass/Grass-like,,
2618,Stellaria alsine,"Bog Chickweed, Bog Stitchwort",Annual,Herb,,
2619,Stellaria borealis,Boreal Starwort,Perennial,Herb,,
2620,Stellaria calycantha,Northern Starwort,Annual,Herb,,
2621,Stellaria crassifolia,Fleshy Starwort,Perennial,Herb,,
2622,Stellaria humifusa,Saltmarsh Starwort,Perennial,Herb,,
2623,Stellaria longifolia,Longleaf Starwort,Perennial,Herb,Part-shade,
2624,Stellaria longipes,Longstalk Starwort,Perennial,Herb,Part-shade,
2625,Stenanthium densum,Osceola's Plume,Perennial,Herb,,
2626,Stenanthium gramineum,"Eastern Featherbells, Featherbells",Perennial,Herb,,
2627,Stenanthium occidentale,"Western Featherbells, Western Stenanthium",Perennial,Herb,,
2628,Stokesia laevis,Stokes Aster,Perennial,Herb,"Sun, Part-shade",Moist
2629,Streptopus amplexifolius,"Claspleaf Twistedstalk, Claspleaf Twisted-stalk, White Mandarin",Perennial,Herb,,
2630,Streptopus lanceolatus,"Twistedstalk, Rosy Twisted-stalk",Perennial,Herb,,
2631,Strophostyles helvola,"Trailing Fuzzybean, Amberique-bean, Trailing Wild Bean, Trailing Fuzzy Bean",Annual,Vine,Sun,
2632,Strophostyles umbellata,Pink Fuzzybean,Perennial,Vine,,
2633,Stuckenia pectinata,Sago Pondweed,Perennial,Herb,Sun,
2634,Stuckenia vaginata,Sheathed Pondweed,Perennial,Herb,,
2635,Stylisma pickeringii,Pickering's Dawnflower,Perennial,Vine,,
2636,Styrax americanus,"American Snowbell, American Snowbells, American Silverbells, Big-leaf Snowbell, Storax",Perennial,Tree,Part-shade,Wet
2637,Styrax grandifolius,"Bigleaf Snowbell, Bigleaf Storax, Coast Snowbell",Perennial,Tree,,
2638,Styrax platanifolius,Sycamore-leaf Snowbell,Perennial,Shrub,Part-shade,Moist
2639,Suaeda calceoliformis,Pursh Seepweed,Annual,"Herb, Subshrub",,
2640,Suaeda maritima,Herbaceous Seepweed,Perennial,"Herb, Subshrub",,
2641,Subularia aquatica,Water Awlwort,Annual,Herb,,
2642,Suksdorfia violacea,Violet Suksdorfia,Perennial,Herb,,
2643,Suriana maritima,"Bay Cedar, Bay-cedar",Perennial,"Shrub, Tree",,
2644,Swertia perennis,"Felwort, Star Gentian",Perennial,Herb,,
2645,Swietenia mahagoni,West Indian Mahogany,Perennial,Tree,Sun,
2646,Symphoricarpos albus,Common Snowberry,Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2647,Symphoricarpos mollis,Creeping Snowberry,Perennial,Subshrub,,Dry
2648,Symphoricarpos occidentalis,"Western Snowberry, Wolfberry",Perennial,Shrub,Sun,Dry
2649,Symphoricarpos orbiculatus,"Coralberry, Indian Currant, Buckbrush",Perennial,Shrub,"Shade, Part-shade","Moist, Dry"
2650,Symphyotrichum ascendens,"Western Aster, Western American-aster, Purple Aster, Pacific Aster",Perennial,Herb,Sun,Moist
2651,Symphyotrichum boreale,Northern Bog Aster,Perennial,Herb,,
2652,Symphyotrichum chilense,"Pacific Aster, Common California Aster",Perennial,Herb,,
2653,Symphyotrichum ciliatum,"Rayless Alkali Aster, Alkali American-aster, Rayless Aster",Annual,Herb,Sun,Moist
2654,Symphyotrichum divaricatum,"Southern Annual Saltmarsh Aster, Lawn American-aster, White Wood Aster, Saltmarsh Aster, Slender Aster",Annual,Herb,Part-shade,Moist
2655,Symphyotrichum dumosum,"Rice Button Aster, White Bushy Aster",Perennial,Herb,,
2656,Symphyotrichum elliottii,Marsh American-aster,Perennial,"Herb, Subshrub",,
2657,Symphyotrichum ericoides,"White Heath Aster, Heath Aster",Perennial,Herb,Sun,Dry
2658,Symphyotrichum foliaceum,"Alpine Leafy-bract Aster, Leafy Aster",Perennial,Herb,,
2659,Symphyotrichum laeve,Smooth Blue Aster,Perennial,Herb,Sun,Dry
2660,Symphyotrichum lanceolatum,"Whitepanicle Aster, Panicled Aster, Lanceleaf Aster, White Panicle Aster",Perennial,Herb,,
2661,Symphyotrichum lateriflorum,Calico Aster,Perennial,Herb,Sun,
2662,Symphyotrichum novae-angliae,"New England Aster, New England American-aster",Perennial,Herb,Part-shade,Moist
2663,Symphyotrichum novi-belgii,New York Aster,Perennial,Herb,,
2664,Symphyotrichum ontarionis,"Ontario Aster, Bottomland Aster",Perennial,Herb,,
2665,Symphyotrichum pilosum,Hairy White Oldfield Aster,Perennial,Herb,,
2666,Symphyotrichum praealtum,Willowleaf Aster,Perennial,Herb,"Sun, Shade, Part-shade",Moist
2667,Symphyotrichum prenanthoides,"Crookedstem Aster, Crooked-stem Aster",Perennial,Herb,"Shade, Part-shade",
2668,Symphyotrichum puniceum,"Purplestem Aster, Purple-stemmed Aster",Perennial,Herb,Sun,"Wet, Moist"
2669,Symphyotrichum racemosum,"Smooth White Oldfield Aster, Small-flower White Aster",Perennial,Herb,,
2670,Symphyotrichum spathulatum,"Western Mountain Aster, Western Aster, Mountain Aster",Perennial,Herb,,
2671,Symphyotrichum subspicatum,Douglas Aster,Perennial,Herb,,
2672,Symphyotrichum subulatum,"Eastern Annual Saltmarsh Aster, Baby's Breath Aster, Annual Aster, Blackland Aster, Hierba Del Marrano","Annual, Biennial",Herb,"Shade, Part-shade",Moist
2673,Symphyotrichum tenuifolium,"Perennial Saltmarsh Aster, Saltmarsh Aster",Perennial,Herb,,
2674,Symphyotrichum tradescantii,Shore Aster,Perennial,Herb,,
2675,Symplocarpus foetidus,"Skunk Cabbage, Skunk-cabbage",Perennial,Herb,Shade,Wet
2676,Symplocos tinctoria,"Horse Sugar, Common Sweetleaf, Sweetleaf, Yellowwood, Wild Laurel",Perennial,Tree,Part-shade,Wet
2677,Syngonanthus flavidulus,Yellow Hatpins,Perennial,Herb,,
2678,Taraxacum officinale ssp. ceratophorum,Common Dandelion,Perennial,Herb,,
2679,Tauschia texana,Texas Umbrellawort,Perennial,Herb,,
2680,Taxodium ascendens,Pond Cypress,Perennial,Tree,Sun,Moist
2681,Taxodium distichum,"Bald Cypress, Baldcypress, Common Bald Cypress, Southern Bald Cypress, Deciduous Cypress, Southern Cypress, Swamp Cypress, Red Cypress, White Cypress, Yellow Cypress, Gulf Cypress, Tidewater Red Cypress",Perennial,Tree,"Sun, Part-shade",Moist
2682,Taxus brevifolia,"Pacific Yew, Western Yew",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
2683,Taxus canadensis,"Canada Yew, American Yew",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2684,Tecoma stans,"Yellow Bells, Yellowbells, Esperanza, Yellow Trumpetbush, Yellow Trumpetflower, Trumpetbush, Trumpetflower, Yellow Elder, Hardy Yellow Trumpet, Yellow Trumpet Bush",Perennial,Shrub,"Sun, Part-shade",Dry
2685,Tellima grandiflora,"Bigflower Tellima, Fragrant Fringecup",Perennial,Herb,"Sun, Shade, Part-shade",Moist
2686,Tephrosia hispidula,Sprawling Hoarypea,Perennial,Herb,,
2687,Teucrium canadense,"American Germander, Canada Germander, Canadian Germander, Germander, Hairy Germander, Wood Sage",Perennial,Herb,Part-shade,Moist
2688,Teucrium cubense,"Small Coastal Germander, Coast Germander",Perennial,Herb,Sun,Dry
2689,Thalia dealbata,"Powdery Alligator-flag, Powdery Thalia, Water Canna",Perennial,Herb,Part-shade,Wet
2690,Thalia geniculata,"Bent Alligator-flag, Arrow Root",Perennial,Herb,Part-shade,
2691,Thalictrum clavatum,"Mountain Meadow-rue, Lady-rue",Perennial,Herb,,
2692,Thalictrum coriaceum,Maid Of The Mist,Perennial,Herb,,
2693,Thalictrum dasycarpum,"Purple Meadow-rue, Tall Meadow-rue, Meadow Rue",Perennial,Herb,Part-shade,"Wet, Moist"
2694,Thalictrum dioicum,Early Meadow-rue,Perennial,Herb,Part-shade,Moist
2695,Thalictrum fendleri,Fendler's Meadow-rue,Perennial,Herb,,
2696,Thalictrum occidentale,Western Meadow-rue,Perennial,Herb,,
2697,Thalictrum pubescens,"King Of The Meadow, King-of-the-meadow, Tall Meadow Rue",Perennial,Herb,Part-shade,Moist
2698,Thalictrum revolutum,Waxyleaf Meadow-rue,Perennial,Herb,"Shade, Part-shade","Wet, Moist"
2699,Thalictrum sparsiflorum,Fewflower Meadow-rue,Perennial,Herb,,
2700,Thalictrum thalictroides,"Rue Anemone, Rue-anemone",Perennial,Herb,Part-shade,Moist
2701,Thalictrum venulosum,Veiny Meadow-rue,Perennial,Herb,Shade,Dry
2702,Thaspium barbinode,Hairy-jointed Meadowparsnip,Perennial,Herb,,
2703,Thelypteris kunthii,"Wood Fern, River Fern, Southern Shield Fern, Kunth's Maiden Fern, Normal Shield Fern",Perennial,Fern,"Shade, Part-shade",Moist
2704,Thelypteris noveboracensis,"New York Fern, Tapering Fern",Perennial,Fern,"Shade, Part-shade",Moist
2705,Thelypteris palustris,"Eastern Marsh Fern, Marsh Fern",Perennial,"Herb, Fern",Sun,Wet
2706,Thelypteris simulata,"Bog Fern, Massachusetts Fern",Perennial,"Herb, Fern",Part-shade,Wet
2707,Thermopsis divaricarpa,Spreadfruit Goldenbanner,Perennial,Herb,,
2708,Thermopsis montana,"Mountain Goldenbanner, Montane Golden-banner, Golden Pea, Buckbean",Perennial,Herb,Sun,
2709,Thermopsis rhombifolia,"Prairie Thermopsis, Prairie Goldenbean",Perennial,Herb,Sun,Dry
2710,Thuja occidentalis,"Arborvitae, Eastern Arborvitae, Northern White Cedar",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
2711,Thuja plicata,"Western Red Cedar, Western Arborvitae, Canoe Cedar",Perennial,Tree,"Shade, Part-shade","Wet, Moist"
2712,Tiarella cordifolia,"Heartleaf Foamflower, Heart-leaf Foamflower",Perennial,Herb,Shade,Moist
2713,Tiarella trifoliata,"Threeleaf Foamflower, Three-leaved Foamflower, Western Foamflower",Perennial,Herb,,
2714,Tilia americana,"American Basswood, American Linden, Lime Tree, Bee Tree",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
2715,Tillandsia usneoides,Spanish Moss,Perennial,Herb,Shade,
2716,Tipularia discolor,Crippled Cranefly,Perennial,Herb,,
2717,Tofieldia coccinea,Northern Asphodel,Perennial,Herb,,
2718,Tofieldia pusilla,Scotch False Asphodel,Perennial,Herb,Sun,Dry
2719,Tolmiea menziesii,"Youth On Age, Piggyback-plant, Youth-on-age, Thousand Mothers",Perennial,Herb,Shade,Moist
2720,Torreyochloa pallida,Pale False Mannagrass,Perennial,Grass/Grass-like,,
2721,Toxicodendron diversilobum,"Pacific Poison Oak, Western Poison Oak",Perennial,"Shrub, Vine",,
2722,Toxicodendron pubescens,Atlantic Poison Oak,Perennial,Subshrub,,
2723,Toxicodendron radicans,"Eastern Poison Ivy, Poison Ivy",Perennial,"Shrub, Vine","Shade, Part-shade",Moist
2724,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,Perennial,Shrub,,
2725,Toxicodendron rydbergii,Western Poison Ivy,Perennial,"Herb, Subshrub, Shrub, Vine","Sun, Shade, Part-shade","Moist, Dry"
2726,Toxicodendron vernix,Poison Sumac,Perennial,Tree,"Shade, Part-shade","Wet, Moist"
2727,Tradescantia bracteata,"Bracted Spiderwort, Long-bract Spiderwort",Perennial,Herb,Part-shade,Moist
2728,Tradescantia edwardsiana,"Plateau Spiderwort, Edwards' Spiderwort",Perennial,Herb,Part-shade,
2729,Tradescantia occidentalis,"Prairie Spiderwort, Western Spiderwort, Spiderwort",Perennial,Herb,"Sun, Part-shade",Dry
